Country,ISO3,region,subregion,intermediateregion,lac,lac_main,idb,region_map,image,Population total,population_million,1/23/2020,1/24/2020,1/25/2020,1/26/2020,1/27/2020,1/28/2020,1/29/2020,1/30/2020,1/31/2020,2/1/2020,2/2/2020,2/3/2020,2/4/2020,2/5/2020,2/6/2020,2/7/2020,2/8/2020,2/9/2020,2/10/2020,2/11/2020,2/12/2020,2/13/2020,2/14/2020,2/15/2020,2/16/2020,2/17/2020,2/18/2020,2/19/2020,2/20/2020,2/21/2020,2/22/2020,2/23/2020,2/24/2020,2/25/2020,2/26/2020,2/27/2020,2/28/2020,2/29/2020,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020
Madagascar,MDG,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/mg/flat/64.png,26262368,26.26236725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0380772986,.0380772986,.0380772986,.1142318994,.1776940674,.2030789256,.1396167576,.1142318994,.0888470337,.2030789256,.2157713622,.3934654295,.2284637988,.2030789256,.1650016308,.1650016308,.1650016308,.1523091942,.2284637988,.2665410936,.1396167576,.063462168,.1142318994,.1650016308,.1650016308,.0761545971,.0507697314,.063462168,.1142318994,.126924336,.126924336,.0507697314,.0126924329,0,0,.0126924329,.0253848657,.0380772986,.0761545971,.063462168,.0507697314,0,.0507697314,.0888470337,.2665410936,.2157713622,.2030789256,.1142318994,.5584670305,.5330821872,.444235146,0,-.0888470337,-.0888470337,-.1332705468
Moldova,MDA,Europe,Eastern Europe,,.,.,.,Europe,https://www.countryflags.io/md/flat/64.png,2706049,2.706048965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1231808215,.1231808215,.3695424497,.2463616431,.2463616431,.3695424497,1.108627439,2.463616371,2.094074011,2.217254877,.8622657657,3.20270133,4.434509754,6.159040928,5.543137074,5.296775341,5.543137074,6.774945259,8.376296043,9.115380287,10.10082722,10.59355068,12.19490147,15.02805996,19.70893097,25.49843025,29.31703568,40.52648926,44.2219162,46.06962585,37.44696808,38.18605423,39.91058731,47.05507278,47.54779816,45.94644547,33.75154495,46.06962585,47.67097855,54.44592285,40.64966965,40.52648926,39.17150116,34.98335266,29.07067299,37.69333267,46.56235123,61.09768677,64.79311371,59.3731575,45.70008469,41.14239502,44.71463776,51.24322128,42.12784195,34.61381149,27.5925045,33.0124588,38.30923462,43.72919083,43.97555161,44.96099854,48.1637001,39.66422272,32.88927841,35.35289383,41.94306946
Morocco,MAR,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/ma/flat/64.png,36029138,36.02913666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0092517715,.0092517715,.0092517715,.0092517715,.0092517715,.0092517715,0,0,.0092517715,.0277553145,.037007086,.037007086,.1110212579,.2035389692,.2035389692,.1942871958,.1942871958,.3145602345,.3608190715,.4348332584,.4810920954,.6106169224,.6846310496,1.017694831,1.221233845,1.61906004,1.637563467,1.887361407,1.952123761,1.989130855,1.61906004,1.406269193,1.609808207,2.451719284,2.895804405,3.043832779,2.451719284,2.349949837,2.349949837,2.44246769,2.49797821,2.655258417,2.914308071,3.173357487,3.358392954,4.810921192,6.254197598,6.115420818,5.292013168,4.459353924,4.847928047,5.467796803,4.829424858,5.079222679,4.172548771,4.598130226,3.349141121,3.284378767,2.368453503,2.803286791,2.932811499,3.774722815,4.440850258,4.477857113,4.533368111,4.672144413,4.579627037,4.5518713,4.644389153,4.764662266,5.273509502,4.699899673,4.926568031
Latvia,LVA,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/lv/flat/64.png,1927174,1.927173972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1729648411,.1729648411,.1729648411,0,0,0,.1729648411,.8648241758,1.210753918,1.383718729,.6918593645,1.55668354,2.767437458,3.459296703,2.940402269,3.978191376,7.091558456,8.994171143,10.72381973,9.167136192,9.167136192,11.93457413,12.62643337,14.18311691,11.06974983,14.35608196,14.52904606,17.81537819,16.60462379,16.0857296,17.12351799,14.18311691,16.4316597,10.89678478,12.97236252,8.475276947,6.745628834,7.610452652,8.129347801,11.06974983,9.167136192,10.72381973,7.437488079,4.670050621,2.594472647,3.459296703,4.324120998,7.956382751,8.994171143,9.858995438,6.226734161,5.880804539,6.745628834,6.226734161,7.437488079,5.880804539,5.880804539,5.534874916,6.399699211,6.918593407,5.880804539,3.805226326,3.632261515,4.497085571,4.324120998,3.632261515,2.248542786,5.534874916,5.188945293,5.188945293,3.113367081,3.459296703,2.853919744
Luxembourg,LUX,Europe,Western Europe,,.,.,.,Europe,https://www.countryflags.io/lu/flat/64.png,607950,.6079499722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.5482907295,.5482907295,.5482907295,0,0,0,.5482907295,.5482907295,1.096581459,.5482907295,1.644872189,2.193162918,8.772651672,15.90043068,24.1247921,21.93162918,23.57650185,48.79787445,78.95386505,141.4590149,188.6120148,256.0517578,253.8586121,214.3816681,235.2167206,293.3355408,316.9120483,277.4351196,273.0487976,272.5004883,209.9953461,190.2568817,202.3192749,273.5970764,237.9581757,224.7991943,173.8081665,126.655159,132.1380615,126.1068649,149.1350708,138.7175598,129.3966064,91.01625824,37.83206177,20.28675652,50.44274521,83.34018707,94.85429382,89.91967773,58.11881638,42.76667786,44.41154861,57.02223587,58.66710663,42.2183876,31.25257111,31.80086136,18.64188385,16.44872093,25.2213726,30.1559906,33.44573593,23.57650185,21.93162918,14.25555897,15.35214043,14.80384922,16.99701309,16.99701309,14.25555897,14.80384922,9.320941925,9.320941925,6.579488754
Lithuania,LTU,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/lt/flat/64.png,2801543,2.801542997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1189820543,.1189820543,.1189820543,0,0,0,0,0,0,0,0,0,.2379641086,.2379641086,.594910264,.594910264,1.070838451,1.308802605,2.022694826,1.784730792,2.260658979,2.855569124,6.662994862,12.7310791,15.46766663,14.99173832,15.58664894,14.27784634,17.72832489,14.27784634,19.15611076,15.82461262,17.01443291,14.39682865,18.79916382,18.91814613,22.60659027,19.27509308,17.49036217,12.96904373,12.01718712,13.32598972,14.15886402,13.56395435,11.66024113,7.49586916,5.235210419,4.521317959,7.852815628,9.399581909,17.60934448,20.22694969,21.05982399,13.20700741,8.566707611,8.566707611,7.138923168,6.662994862,4.759282112,4.640299797,-9.756527901,-7.49586916,-7.614851475,6.544013023,3.688443661,2.974551201,2.379641056,2.022694826,2.141676903,1.665748715,1.546766639,1.903712869,5.473174572,5.830120564,5.59215641,2.141676903
Sri Lanka,LKA,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/lk/flat/64.png,21670000,21.67000008,0,0,0,.0153822489,.0153822489,.0153822489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0153822489,.0153822489,.0769112408,.1230579913,.2461159825,.3384094834,.5229964852,.5076141953,.4922319651,.4460852146,.3999384642,.3384094834,.3691739738,.3845562339,.3076449633,.1384402364,.0615289956,.1692047417,.1692047417,.2461159825,.4614674747,.4460852146,.4460852146,.2461159825,.3076449633,.3845562339,.292262733,.292262733,.1999692321,.1845869869,.0769112408,.1384402364,.3076449633,.4153207242,.5383787155,.4307029545,.3230272233,.1692047417,.2461159825,.5076141953,.9229349494,.8614059091,.9075526595,.9844639301,1.692047358,1.999692321,2.384248495,2.584217787,2.445777655,1.9381634,1.153668642,1.092139721,.8614059091,.8460236788,.9383171797,1.015228391,1.215197682,1.122904181,.9844639301,.7691124678,.5999076962,.5229964852,.6460544467,.5999076962
Libya,LBY,Africa,Northern Africa,,.,.,.,Africa,https://www.countryflags.io/ly/flat/64.png,6678567,6.678566933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0499109067,.0499109067,.0499109067,0,.0998218134,.3493763506,.3493763506,.3493763506,.0998218134,.1497327238,.0499109067,.3992872536,.3493763506,.3992872536,.0998218134,.1497327238,.2495545298,.1996436268,.1497327238,.0499109067,.0998218134,.5490199924,1.147950888,1.147950888,.6987527013,.0499109067,.0998218134,.0998218134,.0998218134,.3992872536,.4491981566,.4991090596,.0998218134,.0499109067,0,0,0,0,.0998218134,.0998218134,.0998218134,0,0,.0499109067,.0499109067,.0499109067,0,0,0,0,0
Liberia,LBR,Africa,Sub-Saharan Africa,Western Africa,.,.,.,Africa,https://www.countryflags.io/lr/flat/64.png,4818977,4.818976879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0691709742,.0691709742,.1383419484,.0691709742,.0691709742,.0691709742,.0691709742,.0691709742,0,0,0,0,0,0,0,0,.20751293,.20751293,.2766838968,.2766838968,.4841968417,.4841968417,.2766838968,1.24507761,1.175906539,1.590932488,1.175906539,1.314248562,1.521761417,.7608807087,.622538805,0,1.175906539,1.175906539,2.213471174,1.590932488,1.729274392,.6917097569,.1383419484,1.106735587,1.314248562,1.590932488,.4841968417,1.452590466,1.175906539,1.175906539,.7608807087,.899222672,1.175906539,.9683936834,1.106735587,1.383419514,1.590932488,2.005958319,1.452590466,.6917097569,.8300517201,.8300517201,1.24507761
Lebanon,LBN,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/lb/flat/64.png,6848925,6.848925114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0486694388,.0486694388,.0486694388,0,0,.0486694388,.0486694388,.0486694388,.0973388776,.3893555105,.5353637934,.4380249381,.1460083127,.1460083127,.4380249381,.4380249381,.7787110209,.4866943657,.9247193336,1.41141367,1.41141367,1.752099752,1.557422042,2.384802341,1.606091499,1.314074874,1.119397044,2.287463665,2.092785835,2.628149748,4.428918839,5.061621666,6.375696182,4.136902332,4.915613174,3.552868843,3.844885588,3.40686059,2.676819086,2.822827339,1.99544692,2.336133003,1.849438667,1.99544692,1.606091499,1.606091499,1.362744212,2.384802341,1.99544692,2.968835592,2.092785835,2.336133003,1.119397044,1.070727587,1.362744212,1.508752584,1.314074874,.6813721061,.4866943657,.4380249381,.2433471829,.4380249381,.5353637934,.9247193336,1.070727587,.9247193336,.6813721061,.6327027082,.6813721061,.7300415635,.5840332508,.5840332508,.5840332508,.5353637934,.3893555105,.6327027082,2.141455173,2.676819086,2.871496916,2.968835592,3.066174507,2.968835592,1.825103879
Laos,LAO,Asia,South-eastern Asia,,.,.,.,,,7061507,7.061507225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0944085494,.1416128278,.2832256556,.1888170987,.2360213846,.0944085494,.0944085494,.0472042747,.0944085494,.0944085494,.0472042747,0,.0472042747,.0944085494,.1888170987,.1888170987,.1888170987,.0944085494,.1416128278,.1416128278,.1416128278,.0472042747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,KWT,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/kw/flat/64.png,4137309,4.137309074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0805676654,.886244297,2.094759226,3.383841991,2.739300728,1.53078568,.1611353308,.886244297,.886244297,.886244297,.1611353308,.1611353308,.4028383195,.4834060073,.4834060073,.6445413232,.6445413232,1.289082646,.886244297,2.578165293,2.578165293,3.46440959,2.094759226,2.417029858,2.014191628,2.336462259,2.739300728,3.222706556,2.417029858,1.208514929,.5639736652,1.53078568,2.739300728,3.222706556,3.786680222,3.303274393,4.350654125,4.995195389,6.123142719,10.31266117,13.0519619,17.24147987,19.98078156,21.26986313,24.08973122,19.73907852,20.14191628,24.08973122,26.1039238,24.73427391,16.19410133,13.777071,18.04715729,24.41200256,27.87641144,31.50195694,27.15130234,26.50676155,26.8290329,32.54933548,43.02313232,51.88557816,54.4637413,54.30260468,44.15108109,53.57749939,59.29780197,75.49190521,70.81897736,77.26438904,72.59146881,95.47268677,105.2213745,103.8517227,113.1170044,107.4772644,170.8840179,167.4196014,213.8265839,192.0330353
Cambodia,KHM,Asia,South-eastern Asia,,.,.,.,Asia,https://www.countryflags.io/kh/flat/64.png,16249798,16.24979782,0,0,0,.0205130763,.0205130763,.0205130763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0205130763,.0205130763,.0205130763,.0205130763,.0205130763,.061539229,.0820523053,.0820523053,.0410261527,.5333399773,.5743660927,.6153922677,.3692353666,.3692353666,.9641145468,.7384707332,.7794968486,.246156916,.1846176833,.1641046107,.061539229,.1435915232,.1641046107,.2051307559,.123078458,.061539229,.102565378,.102565378,.0820523053,0,.0205130763,.061539229,.102565378,.0820523053,.061539229,.061539229,.061539229,.0410261527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyrgyzstan,KGZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kg/flat/64.png,6322800,6.322800159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1581577808,.1581577808,.3163155615,.579911828,.579911828,.5271925926,1.476139188,1.581577778,1.476139188,.8435081244,.7380695939,2.10877037,1.89789331,2.583243608,1.423419952,1.159823656,1.212542892,1.739735484,1.634297013,4.533856392,4.428417683,6.484468937,3.374032497,3.690348148,3.637628794,5.113768101,6.379030228,4.79745245,3.795786619,2.477805138,3.110436201,3.00499773,4.639294624,4.164821625,4.428417683,3.057717085,3.321313143,3.953944445,2.794120789,2.688682079,1.581577778,2.266928196,2.477805138,2.688682079,2.530524492,2.10877037,2.583243608,3.90122509,3.90122509,4.006663799,3.426751852,3.321313143,3.163155556,5.640960693,5.799118519,5.588241577,2.767760992
Kenya,KEN,Africa,Sub-Saharan Africa,Eastern Africa,.,.,.,Africa,https://www.countryflags.io/ke/flat/64.png,51393010,51.39300919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0064859665,.0064859665,.019457899,.012971933,.012971933,0,.025943866,.025943866,.025943866,.051887732,.0583736971,.1167473942,.084317565,.0972894952,.0389157981,.0648596659,.0713456273,.123233363,.1362053007,.2529526949,.3891579807,.4086158872,.2918684781,.207550928,.2334947884,.2983544469,.2399807572,.1686351299,.1102614328,.0778315961,.084317565,.123233363,.1621491611,.1816070676,.1686351299,.1945789903,.2399807572,.2334947884,.2270088196,.2205228657,.2140368968,.2529526949,.2594386637,.2594386637,.2270088196,.1751210988,.2010649592,.1880930215,.2140368968,.2399807572,.330784291,.4475316703,.5123913288,.6485966444,.7588580847,.7588580847,.5577931404,.4345597625,.4215878248,.5123913288,.4280737936,.4183448255
Kazakhstan,KAZ,Asia,Central Asia,,.,.,.,Asia,https://www.countryflags.io/kz/flat/64.png,18272430,18.27243042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0729696751,.1094545126,.1641817689,.1094545126,.4925453067,.4743028879,.620242238,.2918787003,.3283635378,.2918787003,.237151444,.3466059566,.3830907941,.8938785195,1.422908664,2.681635618,3.155938387,2.772847652,2.097878218,1.751272202,2.426241636,2.207332611,2.754605293,2.718120337,3.611999035,3.028241634,2.608665943,2.170847893,2.097878218,2.517453909,3.101211309,5.089634895,6.694967747,6.275392056,5.673392296,5.728119373,5.837574005,4.998422623,5.582180023,6.93211937,8.373270035,7.97193718,8.884057999,8.500967026,7.80775547,6.439573765,7.771270752,7.680058479,10.3434515,10.39817905,13.11629963,9.449573517,8.245573044,6.348361969,9.157694817,9.650239944,11.47448158,10.08805752,9.340118408,6.804422379,5.545695305,5.17172575
Japan,JPN,Asia,Eastern Asia,,.,.,.,Asia,https://www.countryflags.io/jp/flat/64.png,126529100,126.5290985,0,0,.0052688802,.0052688802,.0131722009,.0079033207,.018441081,.0210755207,.0342477225,.0237099603,.0131722009,.0052688802,.0052688802,.0052688802,.0079033207,.0079033207,.0105377603,.0026344401,.0026344401,.0052688802,.0052688802,.0079033207,.0395166017,.0816676468,.0974742845,.0816676468,.0658610016,.0737643242,.0816676468,.1001087278,.1396253258,.1422597617,.1264531314,.1106464863,.1448942125,.1527975202,.1369908899,.1106464863,.1211842448,.1369908899,.1975830048,.2265618443,.3345738947,.3424772024,.3740904927,.2397340536,.3161328137,.3609182835,.3372083306,.3161328137,.3530149758,.5268880129,.3635527492,.2766162157,.1317220032,.2239274085,.2239274085,.3108639419,.466295898,.4346826077,.4900058508,.5426946878,.6823199987,.7244710326,1.016893864,1.261896849,1.048507214,.6849544048,.8219453096,1.657062888,1.749268293,2.531697035,1.696579456,2.73191452,2.020615578,2.945304155,2.66868782,4.278330803,4.60500145,5.482269764,4.847369671,4.320481777,3.561763048,3.308856726,5.642970562,5.785230637,5.719369411,2.660784483,2.2102952,1.883624673,4.138705254,4.462741375,4.5286026,2.826754332,3.487998724,1.330392241,1.196035862,-.1712386012,1.498996377,1.780881524,2.078573227,2.036422253,1.796688199,.9905495048,1.05114162,.8482897282,1.080120444,.7903320193,.7165676951,.8035042286,.7547671199
Jordan,JOR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/jo/flat/64.png,9956011,9.956010818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0334806107,.0334806107,.0334806107,0,0,0,0,0,0,0,0,0,.2343642861,.5356897712,1.104860187,1.473146915,1.740991831,1.707511187,1.104860187,1.439666271,1.406185746,2.310162306,2.008836746,2.845851898,2.71192956,2.477565289,1.573588729,1.104860187,.9374571443,.6361316442,1.037899017,1.205302,1.50662756,1.540108085,1.305743814,1.004418373,.4352479577,.7700540423,.6361316442,.7700540423,.5691704154,.6361316442,.5356897712,.4017673433,.3682867289,.3348061144,.4017673433,.5022091866,.602651,.5022091866,.602651,.4017673433,.4352479577,.3013255,.3348061144,.2678448856,.1674030572,.1339224428,.1339224428,.3348061144,.3013255,.2678448856,.2008836716,.3682867289,.4017673433,.9709377289,1.238782644,1.640550017,1.540108085,1.807953,1.807953,1.807953
Jamaica,JAM,Americas,Latin America and the Caribbean,Caribbean,1,3,1,Americas,https://www.countryflags.io/jm/flat/64.png,2934855,2.934854984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.1135774478,.2271548957,.9086195827,.7950420976,.9086195827,.2271548957,.4543097913,.340732336,.5678872466,.4543097913,.340732336,.4543097913,.340732336,.5678872466,.7950420976,.7950420976,.5678872466,.4543097913,.6814646721,1.135774493,.6814646721,1.362929344,1.249351859,1.249351859,1.022197008,1.249351859,1.249351859,1.135774493,.5678872466,.5678872466,0,.2271548957,.6814646721,1.135774493,.9086195827,6.360336781,7.950421333,7.950421333,4.315942764,3.40732336,9.086195946,6.814646721,6.814646721,3.861633062,7.382534027,8.177576065,10.56270218,8.631885529,6.701069355,5.224562645,6.587491989,7.723266125,7.609688759,5.338140011,4.429520607,1.135774493,1.022197008,1.930816531,1.930816531,1.362929344,1.590084195,1.70366168,1.930816531,.8518308401
Italy,ITA,Europe,Southern Europe,,.,.,.,Europe,https://www.countryflags.io/it/flat/64.png,60421760,60.42176056,0,0,0,0,0,0,0,.0110335527,.0110335527,.0110335527,0,0,0,0,.0055167763,.0055167763,.0055167763,0,0,0,0,0,0,0,0,0,0,0,.0937851965,.3254897892,.8385499716,1.153006196,1.434361815,1.643999338,2.35014677,3.122495413,3.723824024,5.731930733,6.333259106,7.580050468,7.695902824,10.05156612,11.77280045,15.41387272,19.40250206,25.02409744,23.53456688,28.06384087,18.15019417,41.43650818,47.96836853,67.77359772,56.93313217,57.09311676,60.49696732,72.02151489,85.59278107,98.5572052,99.87020111,93.26661682,86.05067444,84.11980438,91.9205246,95.56159973,99.77641296,94.33687592,84.08118439,73.48345947,71.08366394,74.49302673,77.42795563,77.55484009,75.61293793,70.17339325,60.43076706,57.78271484,61.12036514,66.15166473,70.88505554,70.2671814,65.86479187,56.3649025,48.50349808,51.99561691,54.86985779,59.41567993,55.33878326,48.51453018,44.31074524,46.09266663,48.24420929,49.85510635,44.26661301,42.49021149,35.41770172,33.95024109,32.63724899,33.37097931,32.67586517,31.64974594,28.98514175,24.88066101,20.32932091,20.63274384,21.62576294,23.01599121,21.02443504,17.71988487,14.50360489,16.26345634,17.75850296
Israel,ISR,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/il/flat/64.png,8882800,8.882800102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.037525706,.037525706,.037525706,0,0,.037525706,.075051412,.1125771105,.1876285225,.2626799345,.2251542211,.1876285225,.1876285225,.375257045,.9381425977,1.050719738,1.538553834,.9006168842,1.200822592,.6754626632,1.463502526,1.913810968,2.851953506,4.240404606,3.452364922,3.564941883,3.414839029,7.842872143,10.46967125,15.31048775,17.11172104,20.33893204,19.73852158,55.76319885,60.86669159,67.43369293,46.9071312,58.31494522,62.2926712,65.25720215,69.23492432,81.13057709,77.6782074,66.00771332,59.02793503,55.38793945,52.42340851,36.55003738,39.92734909,43.52981567,50.24691772,44.16775513,44.2052803,48.89599228,50.88485718,43.98012543,35.12405777,28.66963768,27.50634193,27.43128967,25.4049015,37.78838348,40.90301895,41.878685,30.02056313,24.01645088,18.65027428,16.13605309,14.6725502,14.6725502,13.99708748,13.17152214,9.831734657,5.441226959,3.902673244,3.827621937,5.065969944,5.516278744,5.403701305,3.602467537,2.626799345,2.814427853,2.927005053
Iceland,ISL,Europe,Northern Europe,,.,.,.,Europe,https://www.countryflags.io/is/flat/64.png,352721,.3527210057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.9450339675,.9450339675,2.835101843,4.725169659,9.450339317,21.73578072,26.46095085,30.24108696,22.68081474,15.12054348,14.17550945,17.95564461,33.07619095,42.5265274,61.42720795,67.09741211,64.26231384,43.47156143,60.48217392,74.65768433,141.7550964,178.6114197,210.742569,224.9180908,169.161087,165.3809509,159.7107391,202.2372742,228.6982269,213.5776825,206.0174103,185.2266541,162.5458374,189.0067902,220.1929169,216.4127808,186.1716919,157.8206787,187.1167297,159.7107391,122.8544159,81.2729187,84.1080246,68.98748016,50.08679962,34.02122116,29.29605293,24.5708828,26.46095085,32.13115692,31.18612099,30.24108696,17.95564461,17.01061058,13.23047543,15.12054348,10.39537334,4.725169659,2.835101843,2.835101843,4.725169659,4.725169659,4.725169659,2.835101843,.9450339675,1.890067935,.9450339675,.9450339675,0,1.890067935,1.890067935,1.890067935,0,0,0,0
Iraq,IRQ,Asia,Western Asia,,.,.,.,Asia,https://www.countryflags.io/iq/flat/64.png,38433600,38.43360138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0086729666,.0086729666,.0433648303,.0520377979,.0520377979,.069383733,.1040755957,.1647863686,.1647863686,.1387674659,.0780567005,.069383733,.1647863686,.216824159,.1734593213,.1474404335,.0954026282,.0954026282,.2601889968,.3382456899,.3902834952,.1994782239,.3816105127,.4163023829,.589761734,.4683401883,.4336483181,.355591625,.5030320287,.884642601,.9800451994,1.006064057,1.231561184,1.38767457,1.431039453,1.49175024,1.630517721,1.569806933,1.231561184,1.092793822,1.300944924,1.639190674,1.829995871,2.116203785,2.090184927,1.743266225,1.361655712,1.006064057,1.040755987,.8586236835,.71118325,.5463969111,.4856861234,.71118325,.8499507308,.910661459,.7979128957,.7718940377,.7979128957,.8933155537,.9193344116,1.144831538,1.240234137,1.205542326,1.431039453,1.587152839,2.064166069,1.951417446,1.873360753,1.829995871,1.673882484,1.838668823,1.595825791,1.708574414,1.49175024,1.72592032,1.942744493,1.8646878,2.02947402,1.899379611
Iran,IRN,Asia,Southern Asia,,.,.,.,Asia,https://www.countryflags.io/ir/flat/64.png,81800269,81.80027008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.0081499321,.0203748308,.0733493939,.1059491187,.1548487097,.1752235442,.2730227411,.3911967576,.7497937679,1.193965077,1.850034595,2.986950159,4.535437584,7.102665901,7.921734333,8.198831558,9.824743271,11.82147694,12.44087219,9.836968422,9.042349815,9.918467522,11.87445164,13.53703785,15.19554901,15.74159431,14.77990246,14.0178833,13.94860935,13.920084,14.1605072,13.2395649,13.1662159,13.8752594,17.11893272,21.91924286,25.90456009,30.64782143,34.19304276,36.27942276,37.33891678,37.47746277,37.83198547,36.56467056,34.95505905,33.21097565,31.61358833,29.81652832,27.8972187,25.91678429,23.30880737,22.83203506,22.18004036,22.27376556,20.82715225,19.75543594,19.16456604,19.11974144,18.81411934,18.25177383,17.18005753,16.34468842,16.03091621,15.42374706,14.3479557,13.82228565,13.5777874,14.0790081,13.35773945,13.26809025,12.9420929,12.90949249,12.47754669,11.37323093,11.34470558,12.22897339,14.35203075,17.22080612,18.28844833,19.23791504,18.62259483,18.20694923,18.72447014,18.52887154,19.33979034
